CovidenceID,aveAge (years),aveHeight (cm),aveWeight (kg)," Number of subjects, N", Muscle,Type,Gender,Voluntary (V) or Stimulated (S),aveVol (cm3),aveFL (cm),avePCSA (cm2),aveTorque (Nm),aveForce (N),aveST (N/cm2),Muscle volume method,Fascicle length method,Pennation angle method,CSA,PCSA method,Torque method,Moment arm method,Force method,Specific Tension method,Overall note, Miscellaneous,Score,Age type,Training type,Muscle,name,fast/slow,Joint type,antigrav/grav,Joint action,secondary joint action,anatomical location,Torque-Force method,Torque-Force method_score,Moment arm method_score,Muscle volume method_score,Fascicle length method_score,Pennation angle method_score,PCSA method_score,Specific Tension method_score,newScore,Covidence #,Study ID,Title_y,Country,Study design,Authors,Year,Journal
4040,25.3,176,79.1,12,GL,YNG ,M,V,178.9,5.5,32.3,,416.2,13.1,"MRI, CSA x slice interval",US at MVC,Measured,PCSA,(Muscle vol/Fiber length)*cos(Î¸),"max MVC, Coactivation correction","MRI at rest, JA correction",Tendon Force using relative PCSA,Force/rPCSA,"calculated according to
the tendon excursion method.an extrapolation of the MA was made based on the moment arm. it was possible to isolate the GL component
of Achilles tendon force, by attributing the tendon force to the relative
PCSA of the GL within the plantarflexor group. We have determined
previously that the GL constitutes 11% of the triceps surae PCSA
(33), and the triceps surae group was estimated to occupy 91% of the
plantarflexor PCSA
length joint angle relationship provided by Maganaris",MA=4.61 Â± .32 cm,3,YNG,Normal,GL,Gastrocnemius Lateralis,50/50,biarticular,antigravity,ankle plantar flexor,knee flexor,Lower leg,"max MVC, Coactivation correction Tendon Force using relative PCSA",7,2,4,4,2,0,0,19,4040,Morse 2008,Gastrocnemius muscle specific force in boys and men,UK,Cross sectional study,"Morse, Christopher I; Tolfrey, Keith; Thom, Jeanette M; Vassilopoulos, Vasilios; Maganaris, Constantinos N; Narici, Marco V",2008,J Appl Physiol
4040,10.9,145,38.3,11,GL,CHD ,M,V,64.5,4.2,15.5,,242.5,15.9,"MRI, CSA x slice interval",US at MVC,Measured,PCSA,(Muscle vol/Fiber length)*cos(Î¸),"max MVC, Coactivation correction","MRI at rest, JA correction",Tendon Force using relative PCSA,Force/rPCSA,,MA=3.46 Â± 0.2 cm,3,CHD,Normal,GL,Gastrocnemius Lateralis,50/50,biarticular,antigravity,ankle plantar flexor,knee flexor,Lower leg,"max MVC, Coactivation correction Tendon Force using relative PCSA",7,2,4,4,2,0,0,19,4040,Morse 2008,Gastrocnemius muscle specific force in boys and men,UK,Cross sectional study,"Morse, Christopher I; Tolfrey, Keith; Thom, Jeanette M; Vassilopoulos, Vasilios; Maganaris, Constantinos N; Narici, Marco V",2008,J Appl Physiol
2938,25.3,176.4,79.1,12,GL,YNG,M,V,185.6,5.5,32.3,,416.2,13.1,"MRI, CSA x slice interval",US at MVC,Measured,PCSA,(Muscle vol/Fiber length)*cos(Î¸),"max MVC + ITT, Activation & Coactivation correction",MRI at rest,Tendon Force using relative PCSA,Force/rPCSA,,,2,YNG,Normal,GL,Gastrocnemius Lateralis,50/50,biarticular,antigravity,ankle plantar flexor,knee flexor,Lower leg,"max MVC + ITT, Activation & Coactivation correction Tendon Force using relative PCSA",9,2,4,4,2,0,0,21,2938,Morse 2005,In vivo physiological cross-sectional area and specific force are reduced in the gastrocnemius of elderly men.,UK,Case control study,Morse CI; Thom JM; Reeves ND; Birch KM; Narici MV,2005,J Appl Physiol (1985)
2938,73.8,173.4,78.4,19,GL,OLD,M,V,133.3,5,27.1,,258.2,9.2,"MRI, CSA x slice interval",US at MVC,Measured,PCSA,(Muscle vol/Fiber length)*cos(Î¸),"max MVC + ITT, Activation & Coactivation correction",MRI at rest,Tendon Force using relative PCSA,Force/rPCSA,,,2,OLD,Normal,GL,Gastrocnemius Lateralis,50/50,biarticular,antigravity,ankle plantar flexor,knee flexor,Lower leg,"max MVC + ITT, Activation & Coactivation correction Tendon Force using relative PCSA",9,2,4,4,2,0,0,21,2938,Morse 2005,In vivo physiological cross-sectional area and specific force are reduced in the gastrocnemius of elderly men.,UK,Case control study,Morse CI; Thom JM; Reeves ND; Birch KM; Narici MV,2005,J Appl Physiol (1985)
2820,38,175,76,4,BIC,MID ,M,V,,,11.6,,,35.6,none,none,none,ACSA,"CT ACSA, literature MVC correction",max MVC,Literature value at experimental JA,Tendon force- % contribution from literature,Force/ACSA,"The specific tension of the brachial biceps muscle was
calculated from 1) a contribution of 34 92 from this muscle
to MVC in elbow flexion (Hansen & Lindhard 1923); 2) a
ratio of 1: 7 between ""force arm"" (distance from center of
axis of rotation of the elbow joint at the condylus humeri
and the point at which the brachial biceps muscle attaches
tuberositas radii) and ""resistance arm"" (distance from the
condylus humeri to handgrap) (Wilkie 1950); 3) an increase
of 34% of the cross-sectional area of the flexed
arm (Ikai & Fukunaga 1968).",,5,MID,Normal,BIC,Biceps Brachii,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,max MVC Tendon force- % contribution from literature,4,0,0,0,0,8,0,12,2820,Nygaard 1983,Morphology of the brachial biceps muscle and elbow flexion in man., Denmark,Cross sectional study,Nygaard E; Houston M; Suzuki Y; JÃ¸rgensen K; Saltin B,1983,Acta Physiol Scand
2820,31,170,58,4,BIC,YNG ,F,V,,,8.7,,,29.9,none,none,none,ACSA,"CT ACSA, literature MVC correction",max MVC,Literature value at experimental JA,Tendon force- % contribution from literature,Force/ACSA,,,5,YNG,Normal,BIC,Biceps Brachii,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,max MVC Tendon force- % contribution from literature,4,0,0,0,0,8,0,12,2820,Nygaard 1983,Morphology of the brachial biceps muscle and elbow flexion in man., Denmark,Cross sectional study,Nygaard E; Houston M; Suzuki Y; JÃ¸rgensen K; Saltin B,1983,Acta Physiol Scand
2745,21.6,175,71,11,VL,YNG UT EXP,M,V,724.8,,86.6,,2710,31.8,"MRI, CSA x slice interval",US at rest,Measured,PCSA,(Muscle vol/Fiber length)*cos(Î¸),"max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction",Tendon Force using relative PCSA,Force/rPCSA,"The relative contribution
of the VL muscle to the maximal quadriceps force
was estimated from its relative PCSA with respect to the
entire quadriceps muscle group, which was based on data
from Narici et al. (1992)",,3,YNG,Untrained,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,"max MVC + ITT, Activation & Coactivation correction Tendon Force using relative PCSA",9,2,4,3,2,0,0,20,2745,Valamatos 2018,Influence of full range of motion vs. equalized partial range of motion training on muscle architecture and mechanical properties., Portugal,Randomised controlled trial,Valamatos MJ; Tavares F; Santos RM; Veloso AP; Mil-Homens P,2018,Eur J Appl Physiol
2745,21.6,175,71,11,VL,YNG UT EXP,M,V,715.9,,84.9,,2740,32.6,"MRI, CSA x slice interval",US at rest,Measured,PCSA,(Muscle vol/Fiber length)*cos(Î¸),"max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction",Tendon Force using relative PCSA,Force/rPCSA,,,3,YNG,Untrained,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,"max MVC + ITT, Activation & Coactivation correction Tendon Force using relative PCSA",9,2,4,3,2,0,0,20,2745,Valamatos 2018,Influence of full range of motion vs. equalized partial range of motion training on muscle architecture and mechanical properties., Portugal,Randomised controlled trial,Valamatos MJ; Tavares F; Santos RM; Veloso AP; Mil-Homens P,2018,Eur J Appl Physiol
2745,26.6,178,75.7,8,VL,YNG UT Control,M,V,,,87.2,,2720,31.6,"MRI, CSA x slice interval",US at rest,Measured,PCSA,(Muscle vol/Fiber length)*cos(Î¸),"max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction",Tendon Force using relative PCSA,Force/rPCSA,,,3,YNG,Untrained,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,"max MVC + ITT, Activation & Coactivation correction Tendon Force using relative PCSA",9,2,4,3,2,0,0,20,2745,Valamatos 2018,Influence of full range of motion vs. equalized partial range of motion training on muscle architecture and mechanical properties., Portugal,Randomised controlled trial,Valamatos MJ; Tavares F; Santos RM; Veloso AP; Mil-Homens P,2018,Eur J Appl Physiol
2745,21.6,175,71,11,VL,YNG T EXP,M,V,780,,88.7,,3510,40,"MRI, CSA x slice interval",US at rest,Measured,PCSA,(Muscle vol/Fiber length)*cos(Î¸),"max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction",Tendon Force using relative PCSA,Force/rPCSA,,,3,YNG,Trained,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,"max MVC + ITT, Activation & Coactivation correction Tendon Force using relative PCSA",9,2,4,3,2,0,0,20,2745,Valamatos 2018,Influence of full range of motion vs. equalized partial range of motion training on muscle architecture and mechanical properties., Portugal,Randomised controlled trial,Valamatos MJ; Tavares F; Santos RM; Veloso AP; Mil-Homens P,2018,Eur J Appl Physiol
2745,21.6,175,71,11,VL,YNG T EXP,M,V,763.7,,91.5,,3290,36.2,"MRI, CSA x slice interval",US at rest,Measured,PCSA,(Muscle vol/Fiber length)*cos(Î¸),"max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction",Tendon Force using relative PCSA,Force/rPCSA,,,3,YNG,Trained,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,"max MVC + ITT, Activation & Coactivation correction Tendon Force using relative PCSA",9,2,4,3,2,0,0,20,2745,Valamatos 2018,Influence of full range of motion vs. equalized partial range of motion training on muscle architecture and mechanical properties., Portugal,Randomised controlled trial,Valamatos MJ; Tavares F; Santos RM; Veloso AP; Mil-Homens P,2018,Eur J Appl Physiol
2745,26.6,178,75.7,8,VL,YNG T Control,M,V,,,86.8,,2640,30.5,"MRI, CSA x slice interval",US at rest,Measured,PCSA,(Muscle vol/Fiber length)*cos(Î¸),"max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction",Tendon Force using relative PCSA,Force/rPCSA,,,3,YNG,Untrained,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,"max MVC + ITT, Activation & Coactivation correction Tendon Force using relative PCSA",9,2,4,3,2,0,0,20,2745,Valamatos 2018,Influence of full range of motion vs. equalized partial range of motion training on muscle architecture and mechanical properties., Portugal,Randomised controlled trial,Valamatos MJ; Tavares F; Santos RM; Veloso AP; Mil-Homens P,2018,Eur J Appl Physiol
2672,28,173,68,7,QF,YNG ,Mixed,S,900,5.6,145,166,3532,25,"MRI, CSA x slice interval",MRI muscle length x literature ratio,Literature value,PCSA,(Muscle vol/Fiber length)*cos(Î¸),max MVC from stimulation,"Literature value at experimental JA, MVC & cadaver shrinkinge correction",Tendon Force ,Force/rPCSA,"Stimulated to produce 75% of MVIT, Volume calculated using activated CSA, VL architecture used in ST calculation","the moment arm was derived
from cadavers and knee joints of able bodies, 0.04 m, at
the same knee joint angle used in our study (Baltzopou-
los 1995; Wickiewicz et al. 1983, 1984).",6,YNG,Normal,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,max MVC from stimulation Tendon Force ,12,0,4,2,1,0,0,19,2672,Gorgey 2006,Effects of neuromuscular electrical stimulation parameters on specific tension.,United States,controlled experimental study,Gorgey AS; Mahoney E; Kendall T; Dudley GA,2006,Eur J Appl Physiol
2672,28,173,68,7,QF,YNG ,Mixed,S,500,6,83,78,1660,20,"MRI, CSA x slice interval",MRI muscle length x literature ratio,Literature value,PCSA,(Muscle vol/Fiber length)*cos(Î¸),max MVC from stimulation,"Literature value at experimental JA, MVC & cadaver shrinkinge correction",Tendon Force ,Force/rPCSA,,,6,YNG,Normal,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,max MVC from stimulation Tendon Force ,12,0,4,2,1,0,0,19,2672,Gorgey 2006,Effects of neuromuscular electrical stimulation parameters on specific tension.,United States,controlled experimental study,Gorgey AS; Mahoney E; Kendall T; Dudley GA,2006,Eur J Appl Physiol
2672,28,173,68,7,QF,YNG ,Mixed,S,1000,5.7,171,138,2936,17,"MRI, CSA x slice interval",MRI muscle length x literature ratio,Literature value,PCSA,(Muscle vol/Fiber length)*cos(Î¸),max MVC from stimulation,"Literature value at experimental JA, MVC & cadaver shrinkinge correction",Tendon Force ,Force/rPCSA,,,6,YNG,Normal,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,max MVC from stimulation Tendon Force ,12,0,4,2,1,0,0,19,2672,Gorgey 2006,Effects of neuromuscular electrical stimulation parameters on specific tension.,United States,controlled experimental study,Gorgey AS; Mahoney E; Kendall T; Dudley GA,2006,Eur J Appl Physiol
2672,28,173,68,7,QF,YNG ,Mixed,S,600,5.8,101,110,2340,26,"MRI, CSA x slice interval",MRI muscle length x literature ratio,Literature value,PCSA,(Muscle vol/Fiber length)*cos(Î¸),max MVC from stimulation,"Literature value at experimental JA, MVC & cadaver shrinkinge correction",Tendon Force ,Force/rPCSA,,,6,YNG,Normal,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,max MVC from stimulation Tendon Force ,12,0,4,2,1,0,0,19,2672,Gorgey 2006,Effects of neuromuscular electrical stimulation parameters on specific tension.,United States,controlled experimental study,Gorgey AS; Mahoney E; Kendall T; Dudley GA,2006,Eur J Appl Physiol
2672,28,173,68,7,QF,YNG ,Mixed,S,1900,7.1,253,,,20,"MRI, CSA x slice interval",MRI muscle length x literature ratio,Literature value,PCSA,(Muscle vol/Fiber length)*cos(Î¸),max MVC from stimulation,"Literature value at experimental JA, MVC & cadaver shrinkinge correction",Tendon Force ,Force/rPCSA,,,6,YNG,Normal,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,max MVC from stimulation Tendon Force ,12,0,4,2,1,0,0,19,2672,Gorgey 2006,Effects of neuromuscular electrical stimulation parameters on specific tension.,United States,controlled experimental study,Gorgey AS; Mahoney E; Kendall T; Dudley GA,2006,Eur J Appl Physiol
4205,22,179,78.3,18,VL,YNG ,M,V,604,8.2,74.7,,1704,23.6,"US, ACSA & literature regression relationship",US at MVC,Measured,PCSA,(Muscle vol/Fiber length)*cos(Î¸),"max MVC + ITT, Activation & Coactivation correction",Xray at MVC JA,"Tendon force, % contribution from literature",Force/rPCSA,," With the VL being
one of the larger muscles in the body, invariably, the dimensions of the
probe was not large enough to capture a full fascicle; for these cases,
linear extrapolation was used to determine fascicle length, as little
error (2â€“7%) is observed at the midpoint of the muscle 


coactivation measured",2,YNG,Normal,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,"max MVC + ITT, Activation & Coactivation correction Tendon force, % contribution from literature",8,2,1,4,2,0,0,17,4205,Sims 2018,Specific force of the vastus lateralis in adults with achondroplasia,UK,Cross sectional study,"Sims, David T.; OnambÃ©lÃ©-Pearson, Gladys L.; Burden, Adrian; Payton, Carl; Morse, Christopher I.",2018,Journal of Applied Physiology
4050,27,180.7,72.8,11,QF,YNG UT,M,V,1676,7,,282.6,,42.6,"MRI, CSA x slice interval",Literature value,Measured,PCSA,(Muscle vol/Fiber length)*cos(Î¸),"max MVC, Gravity correction",Literature value at experimental JA,"Tendon force, % contribution from literature",Force/rPCSA,ratio of patella force to QF force of 0.7 at 70 deg,,7,YNG,Untrained,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,"max MVC, Gravity correction Tendon force, % contribution from literature",4,0,4,0,2,0,0,10,4050,Aagaard 2001,A mechanism for increased contractile strength of human pennate muscle in response to strength training: changes in muscle architecture, Denmark,Non-randomised experimental study,"Aagaard, Per; Andersen, Jesper L; DyhreâPoulsen, Poul; Leffers, AnneâMette; Wagner, Aase; Magnusson, S Peter; HalkjÃ¦râKristensen, Jens; Simonsen, Erik B",2001,The journal of physiology
4050,27,180.7,72.8,11,QF,YNG T,M,V,1841,7,,327,,45.3,"MRI, CSA x slice interval",Literature value,Measured,PCSA,(Muscle vol/Fiber length)*cos(Î¸),"max MVC, Gravity correction",Literature value at experimental JA,"Tendon force, % contribution from literature",Force/rPCSA,,,7,YNG,Trained,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,"max MVC, Gravity correction Tendon force, % contribution from literature",4,0,4,0,2,0,0,10,4050,Aagaard 2001,A mechanism for increased contractile strength of human pennate muscle in response to strength training: changes in muscle architecture, Denmark,Non-randomised experimental study,"Aagaard, Per; Andersen, Jesper L; DyhreâPoulsen, Poul; Leffers, AnneâMette; Wagner, Aase; Magnusson, S Peter; HalkjÃ¦râKristensen, Jens; Simonsen, Erik B",2001,The journal of physiology
4204,34,174,74.1,6,VL,YNG ,M,,585.7,,62.4,,1451.9,23.7,"MRI, CSA x slice interval",MRI at rest,Measured,PCSA,(vol/muscle thickness)*sin(alpha),none,Literature value at experimental JA,Force equilibrium model  and Tendon Force using relative PCSA,Force/rPCSA,load cell mounted to ankle.  MVC measured at static angles between 90-120 in 5 deg interval. only MVC used.  MA of external force (MAref) = external force MA  + internal knee COR measured from MRI. ,"formula used in the present study cor- 
responds to the formula for non-reduced physiological 
cross-sectional area of Alexander and Vernon (1975), as 
in their study n.a = (m/p*t
sin 0 (where n = number of 
fibres and a= cross-sectional area of each fibre) and 
should thus correspond to the non-reduced physiological 
cross-sectional area calculated by Haxton (1944).",4,YNG,Normal,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,none Force equilibrium model  and Tendon Force using relative PCSA,5,0,4,3,2,0,0,14,4204,Narici 1992,Assessment of human knee extensor muscles stress from in vivo physiological cross-sectional area and strength measurements, Italy,Cross sectional study,"Narici, M. V.; Landoni, L.; Minetti, A. E.",1992,Eur J Appl Physiol
4204,34,174,74.1,6,VI,YNG ,M,,574,,83.5,,1997.1,24.1,"MRI, CSA x slice interval",MRI at rest,Measured,PCSA,(vol/muscle thickness)*sin(alpha),none,Literature value at experimental JA,Force equilibrium model  and Tendon Force using relative PCSA,Force/rPCSA,MA of patella tendon (MApat) obtained from literature.,,4,YNG,Normal,VI,Vastus Intermedius,60/40,monoarticular,antigravity,knee extensor,,Thigh,none Force equilibrium model  and Tendon Force using relative PCSA,5,0,4,3,2,0,0,14,4204,Narici 1992,Assessment of human knee extensor muscles stress from in vivo physiological cross-sectional area and strength measurements, Italy,Cross sectional study,"Narici, M. V.; Landoni, L.; Minetti, A. E.",1992,Eur J Appl Physiol
4204,34,174,74.1,6,VM,YNG ,M,,424.5,,68,,1913.2,27.9,"MRI, CSA x slice interval",MRI at rest,Measured,PCSA,(vol/muscle thickness)*sin(alpha),none,Literature value at experimental JA,Force equilibrium model  and Tendon Force using relative PCSA,Force/rPCSA,,,4,YNG,Normal,VM,Vastus Medialis,Slow,monoarticular,antigravity,knee extensor,,Thigh,none Force equilibrium model  and Tendon Force using relative PCSA,5,0,4,3,2,0,0,14,4204,Narici 1992,Assessment of human knee extensor muscles stress from in vivo physiological cross-sectional area and strength measurements, Italy,Cross sectional study,"Narici, M. V.; Landoni, L.; Minetti, A. E.",1992,Eur J Appl Physiol
4204,34,174,74.1,6,RF,YNG ,M,,238.7,,66.2,,1601.3,24.3,"MRI, CSA x slice interval",MRI at rest,Measured,PCSA,(vol/muscle thickness)*sin(alpha),none,Literature value at experimental JA,Force equilibrium model  and Tendon Force using relative PCSA,Force/rPCSA,,,4,YNG,Normal,RF,Rectus Femoris,60/40,biarticular,antigravity,knee extensor,hip flexor,Thigh,none Force equilibrium model  and Tendon Force using relative PCSA,5,0,4,3,2,0,0,14,4204,Narici 1992,Assessment of human knee extensor muscles stress from in vivo physiological cross-sectional area and strength measurements, Italy,Cross sectional study,"Narici, M. V.; Landoni, L.; Minetti, A. E.",1992,Eur J Appl Physiol
3042,23.9,169.9,69.2,14,EF,YNG ,Mixed,V,,,,,,69,none,none,none,,CT ACSA,max MVC,Literature value at experimental JA,Tendon Force using relative (PCSA x MA),linear regression (muscle force vs CSA),,"assumption all muscles equally active

EF are bicep and brachialis",4,YNG,Normal,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,max MVC Tendon Force using relative (PCSA x MA),6,0,0,0,0,4,0,10,3042,Dowling 1994,Relative cross-sectional areas of upper and lower extremity muscles and implications for force prediction.,Canada,observational study,Dowling JJ; Cardone N,1994,Int J Sports Med
2899,28,184,84,6,EF,YNG Control,M,V,,,15.3,,,65.4,none,none,none,ACSA,"CT ACSA, literature MVC correction",max MVC,Literature value at experimental JA,"Tendon force, % contribution from literature",Force/ACSA,Force was measured with a strain gauge inserted in the cable.,"EF- biceps brachii, brachialis",,YNG,Normal,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,"max MVC Tendon force, % contribution from literature",4,0,0,0,0,8,0,12,2899,Klitgaard 1990,"Function, morphology and protein expression of ageing skeletal muscle: a cross-sectional study of elderly men with different training backgrounds.", Denmark,Cross sectional study,Klitgaard H; Mantoni M; Schiaffino S; Ausoni S; Gorza L; Laurent-Winter C; Schnohr P; Saltin B,1990,Acta Physiol Scand
2899,68,176,78,7,EF,OLD Control,M,V,,,12,,,60,none,none,none,ACSA,"CT ACSA, literature MVC correction",max MVC,Literature value at experimental JA,"Tendon force, % contribution from literature",Force/ACSA,,,,OLD,Normal,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,"max MVC Tendon force, % contribution from literature",4,0,0,0,0,8,0,12,2899,Klitgaard 1990,"Function, morphology and protein expression of ageing skeletal muscle: a cross-sectional study of elderly men with different training backgrounds.", Denmark,Cross sectional study,Klitgaard H; Mantoni M; Schiaffino S; Ausoni S; Gorza L; Laurent-Winter C; Schnohr P; Saltin B,1990,Acta Physiol Scand
2899,69,171,74,6,EF,OLD T swim,M,V,,,11.8,,,60.7,none,none,none,ACSA,"CT ACSA, literature MVC correction",max MVC,Literature value at experimental JA,"Tendon force, % contribution from literature",Force/ACSA,,Swimming trained,,OLD,Trained,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,"max MVC Tendon force, % contribution from literature",4,0,0,0,0,8,0,12,2899,Klitgaard 1990,"Function, morphology and protein expression of ageing skeletal muscle: a cross-sectional study of elderly men with different training backgrounds.", Denmark,Cross sectional study,Klitgaard H; Mantoni M; Schiaffino S; Ausoni S; Gorza L; Laurent-Winter C; Schnohr P; Saltin B,1990,Acta Physiol Scand
2899,70,177,73,5,EF,OLD T run,M,V,,,12.2,,,62.4,none,none,none,ACSA,"CT ACSA, literature MVC correction",max MVC,Literature value at experimental JA,"Tendon force, % contribution from literature",Force/ACSA,,running trained,,OLD,Trained,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,"max MVC Tendon force, % contribution from literature",4,0,0,0,0,8,0,12,2899,Klitgaard 1990,"Function, morphology and protein expression of ageing skeletal muscle: a cross-sectional study of elderly men with different training backgrounds.", Denmark,Cross sectional study,Klitgaard H; Mantoni M; Schiaffino S; Ausoni S; Gorza L; Laurent-Winter C; Schnohr P; Saltin B,1990,Acta Physiol Scand
2899,68,174,79,6,EF,OLD T strength,M,V,,,15.5,,,64.4,none,none,none,ACSA,"CT ACSA, literature MVC correction",max MVC,Literature value at experimental JA,"Tendon force, % contribution from literature",Force/ACSA,,strength trained,,OLD,Trained,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,"max MVC Tendon force, % contribution from literature",4,0,0,0,0,8,0,12,2899,Klitgaard 1990,"Function, morphology and protein expression of ageing skeletal muscle: a cross-sectional study of elderly men with different training backgrounds.", Denmark,Cross sectional study,Klitgaard H; Mantoni M; Schiaffino S; Ausoni S; Gorza L; Laurent-Winter C; Schnohr P; Saltin B,1990,Acta Physiol Scand
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
