CovidenceID,aveAge (years),aveHeight (cm),aveWeight (kg)," Number of subjects, N", Muscle,Type,Gender,Voluntary (V) or Stimulated (S),aveVol (cm3),aveFL (cm),avePCSA (cm2),aveTorque (Nm),aveForce (N),aveST (N/cm2),Muscle volume method,Fascicle length method,Pennation angle method,CSA,PCSA method,Torque method,Moment arm method,Force method,Specific Tension method,Overall note, Miscellaneous,Score,Age type,Training type,Muscle,name,fast/slow,Joint type,antigrav/grav,Joint action,secondary joint action,anatomical location,newScore
4070,67.1,168,73.5,9,VL,OLD UT Control,Mixed,V,291,8.4,34.5,,791.5,23.6,"MRI, CSA x slice interval",US at rest,Measured,PCSA,(Muscle vol/Fiber length)*cos(θ),"max MVC + ITT, Activation & Coactivation correction","MRI at rest, JA correction","Tendon force, % contribution from literature",Force/rPCSA,,,3,OLD,Untrained,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,
4070,67.1,168,73.5,9,QF,OLD UT Control,Mixed,,,,,122.2,,,,,,,,,,,,,,0,OLD,Untrained,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,
4070,67.1,168,73.5,9,VL,OLD T Control,Mixed,V,291.1,8.6,34.1,,717.2,21.5,"MRI, CSA x slice interval",US at rest,Measured,PCSA,(Muscle vol/Fiber length)*cos(θ),"max MVC + ITT, Activation & Coactivation correction","MRI at rest, JA correction","Tendon force, % contribution from literature",Force/rPCSA,,,3,OLD,Untrained,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,
4070,67.1,168,73.5,9,QF,OLD T Control,Mixed,,,,,108.2,,,,,,,,,,,,,,0,OLD,Untrained,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,
4040,25.3,176,79.1,12, PF,YNG ,M,,,,,179,3865,,,,,,,,,,,,,0,YNG,Normal,,,,,,,,,
4040,25.3,176,79.1,12,GL,YNG ,M,V,178.9,5.5,32.3,,416.2,13.1,"MRI, CSA x slice interval",US at MVC,Measured,PCSA,(Muscle vol/Fiber length)*cos(θ),"max MVC, Coactivation correction","MRI at rest, JA correction",Tendon Force using relative PCSA,Force/rPCSA,"calculated according to
the tendon excursion method.an extrapolation of the MA was made based on the moment arm. it was possible to isolate the GL component
of Achilles tendon force, by attributing the tendon force to the relative
PCSA of the GL within the plantarflexor group. We have determined
previously that the GL constitutes 11% of the triceps surae PCSA
(33), and the triceps surae group was estimated to occupy 91% of the
plantarflexor PCSA
length joint angle relationship provided by Maganaris",MA=4.61 ± .32 cm,3,YNG,Normal,GL,Gastrocnemius Lateralis,50/50,biarticular,antigravity,ankle plantar flexor,knee flexor,Lower leg,
4040,10.9,145,38.3,11,PF,CHD ,M,,,,,79.2,2268,,,,,,,,,,,,,0,CHD,Normal,PF,Plantar Flexors,Slow,mixed,antigravity,ankle plantar flexor,knee flexor,Lower leg,
4040,10.9,145,38.3,11,GL,CHD ,M,V,64.5,4.2,15.5,,242.5,15.9,"MRI, CSA x slice interval",US at MVC,Measured,PCSA,(Muscle vol/Fiber length)*cos(θ),"max MVC, Coactivation correction","MRI at rest, JA correction",Tendon Force using relative PCSA,Force/rPCSA,,MA=3.46 ± 0.2 cm,3,CHD,Normal,GL,Gastrocnemius Lateralis,50/50,biarticular,antigravity,ankle plantar flexor,knee flexor,Lower leg,
2938,25.3,176.4,79.1,12,PF,YNG,M,V,,,,179.9,3864.5,,"MRI, CSA x slice interval",US at MVC,Measured,,(Muscle vol/Fiber length)*cos(θ),"max MVC + ITT, Activation & Coactivation correction",MRI at rest,Tendon Force using relative PCSA,Force/rPCSA,"To estimate the contribution of
the GL to Achilles tendon force, the relative PCSA of the GL within
the triceps surae (TS) was calculated, We have
previously determined that the GL constitutes 11% of the triceps surae
PCSA (31), and the TS group was estimated to represent 91% of the
total PF PCSA in the elderly (45); hence this seems to justify the
assumption that the TS PCSA represents the main PCSA of the PFs",,2,YNG,Normal,PF,Plantar Flexors,Slow,mixed,antigravity,ankle plantar flexor,knee flexor,Lower leg,
2938,25.3,176.4,79.1,12,GL,YNG,M,V,185.6,5.5,32.3,,416.2,13.1,"MRI, CSA x slice interval",US at MVC,Measured,PCSA,(Muscle vol/Fiber length)*cos(θ),"max MVC + ITT, Activation & Coactivation correction",MRI at rest,Tendon Force using relative PCSA,Force/rPCSA,,,2,YNG,Normal,GL,Gastrocnemius Lateralis,50/50,biarticular,antigravity,ankle plantar flexor,knee flexor,Lower leg,
2938,73.8,173.4,78.4,19,PF,OLD,M,,,,,107,2422.5,,,,,,,,,,,,,0,OLD,Normal,PF,Plantar Flexors,Slow,mixed,antigravity,ankle plantar flexor,knee flexor,Lower leg,
2938,73.8,173.4,78.4,19,GL,OLD,M,V,133.3,5,27.1,,258.2,9.2,"MRI, CSA x slice interval",US at MVC,Measured,PCSA,(Muscle vol/Fiber length)*cos(θ),"max MVC + ITT, Activation & Coactivation correction",MRI at rest,Tendon Force using relative PCSA,Force/rPCSA,,,2,OLD,Normal,GL,Gastrocnemius Lateralis,50/50,biarticular,antigravity,ankle plantar flexor,knee flexor,Lower leg,
2820,38,175,76,4,BIC,MID ,M,V,,,11.6,,,35.6,,,,ACSA,"CT ACSA, literature MVC correction",max MVC,Literature value at experimental JA,Tendon force- % contribution from literature,Force/ACSA,"The specific tension of the brachial biceps muscle was
calculated from 1) a contribution of 34 92 from this muscle
to MVC in elbow flexion (Hansen & Lindhard 1923); 2) a
ratio of 1: 7 between ""force arm"" (distance from center of
axis of rotation of the elbow joint at the condylus humeri
and the point at which the brachial biceps muscle attaches
tuberositas radii) and ""resistance arm"" (distance from the
condylus humeri to handgrap) (Wilkie 1950); 3) an increase
of 34% of the cross-sectional area of the flexed
arm (Ikai & Fukunaga 1968).",,5,MID,Normal,BIC,Biceps Brachii,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,
2820,31,170,58,4,BIC,YNG ,F,V,,,8.7,,,29.9,,,,ACSA,"CT ACSA, literature MVC correction",max MVC,Literature value at experimental JA,Tendon force- % contribution from literature,Force/ACSA,,,5,YNG,Normal,BIC,Biceps Brachii,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,
2745,21.6,175,71,11,VL,YNG UT EXP,M,V,724.8,,86.6,,2710,31.8,"MRI, CSA x slice interval",US at rest,Measured,PCSA,(Muscle vol/Fiber length)*cos(θ),"max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction",Tendon Force using relative PCSA,Force/rPCSA,"The relative contribution
of the VL muscle to the maximal quadriceps force
was estimated from its relative PCSA with respect to the
entire quadriceps muscle group, which was based on data
from Narici et al. (1992)",,3,YNG,Untrained,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,
2745,21.6,175,71,11,VL,YNG UT EXP,M,V,715.9,,84.9,,2740,32.6,"MRI, CSA x slice interval",US at rest,Measured,PCSA,(Muscle vol/Fiber length)*cos(θ),"max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction",Tendon Force using relative PCSA,Force/rPCSA,,,3,YNG,Untrained,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,
2745,21.6,175,71,11,QF,YNG UT EXP,M,,,,,290.7,7380,,,,,,,,,,,,"post training QF MVC
383.8 ± 56.1
post training QF patella force
9440 ± 1330",0,YNG,Untrained,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,
2745,21.6,175,71,11,QF,YNG UT EXP,M,,,,,292.3,7460,,,,,,,,,,,,"post training QF MVC
365.4 ± 44.9
post training QF patella force
8780 ± 1330",0,YNG,Untrained,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,
2745,26.6,178,75.7,8,VL,YNG UT Control,M,V,,,87.2,,2720,31.6,"MRI, CSA x slice interval",US at rest,Measured,PCSA,(Muscle vol/Fiber length)*cos(θ),"max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction",Tendon Force using relative PCSA,Force/rPCSA,,,3,YNG,Untrained,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,
2745,26.6,178,75.7,8,QF,YNG UT Control,M,,,,,298,7290,,,,,,,,,,,,"post training QF MVC
296 ± 30.2
post training QF patella force
7040 ± 1000",0,YNG,Untrained,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,
2745,21.6,175,71,11,VL,YNG T EXP,M,V,780,,88.7,,3510,40,"MRI, CSA x slice interval",US at rest,Measured,PCSA,(Muscle vol/Fiber length)*cos(θ),"max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction",Tendon Force using relative PCSA,Force/rPCSA,,,3,YNG,Trained,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,
2745,21.6,175,71,11,VL,YNG T EXP,M,V,763.7,,91.5,,3290,36.2,"MRI, CSA x slice interval",US at rest,Measured,PCSA,(Muscle vol/Fiber length)*cos(θ),"max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction",Tendon Force using relative PCSA,Force/rPCSA,,,3,YNG,Trained,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,
2745,26.6,178,75.7,8,VL,YNG T Control,M,V,,,86.8,,2640,30.5,"MRI, CSA x slice interval",US at rest,Measured,PCSA,(Muscle vol/Fiber length)*cos(θ),"max MVC + ITT, Activation & Coactivation correction","MRI at rest, MVC & JA correction",Tendon Force using relative PCSA,Force/rPCSA,,,3,YNG,Untrained,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,
2672,28,173,68,7,QF,YNG ,Mixed,S,900,5.6,145,166,3532,25,"MRI, CSA x slice interval",MRI muscle length x literature ratio,Literature value,PCSA,(Muscle vol/Fiber length)*cos(θ),max MVC from stimulation,"Literature value at experimental JA, MVC & cadaver shrinkinge correction",Tendon Force ,Force/rPCSA,"Stimulated to produce 75% of MVIT, Volume calculated using activated CSA, VL architecture used in ST calculation","the moment arm was derived
from cadavers and knee joints of able bodies, 0.04 m, at
the same knee joint angle used in our study (Baltzopou-
los 1995; Wickiewicz et al. 1983, 1984).",6,YNG,Normal,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,
2672,28,173,68,7,QF,YNG ,Mixed,S,500,6,83,78,1660,20,"MRI, CSA x slice interval",MRI muscle length x literature ratio,Literature value,PCSA,(Muscle vol/Fiber length)*cos(θ),max MVC from stimulation,"Literature value at experimental JA, MVC & cadaver shrinkinge correction",Tendon Force ,Force/rPCSA,,,6,YNG,Normal,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,
2672,28,173,68,7,QF,YNG ,Mixed,S,1000,5.7,171,138,2936,17,"MRI, CSA x slice interval",MRI muscle length x literature ratio,Literature value,PCSA,(Muscle vol/Fiber length)*cos(θ),max MVC from stimulation,"Literature value at experimental JA, MVC & cadaver shrinkinge correction",Tendon Force ,Force/rPCSA,,,6,YNG,Normal,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,
2672,28,173,68,7,QF,YNG ,Mixed,S,600,5.8,101,110,2340,26,"MRI, CSA x slice interval",MRI muscle length x literature ratio,Literature value,PCSA,(Muscle vol/Fiber length)*cos(θ),max MVC from stimulation,"Literature value at experimental JA, MVC & cadaver shrinkinge correction",Tendon Force ,Force/rPCSA,,,6,YNG,Normal,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,
2672,28,173,68,7,QF,YNG ,Mixed,S,1900,7.1,253,,,20,"MRI, CSA x slice interval",MRI muscle length x literature ratio,Literature value,PCSA,(Muscle vol/Fiber length)*cos(θ),max MVC from stimulation,"Literature value at experimental JA, MVC & cadaver shrinkinge correction",Tendon Force ,Force/rPCSA,,,6,YNG,Normal,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,
4205,22,179,78.3,18,VL,YNG ,M,V,604,8.2,74.7,,1704,23.6,"US, ACSA & literature regression relationship",US at MVC,Measured,PCSA,(Muscle vol/Fiber length)*cos(θ),"max MVC + ITT, Activation & Coactivation correction",Xray at MVC JA,"Tendon force, % contribution from literature",Force/rPCSA,," With the VL being
one of the larger muscles in the body, invariably, the dimensions of the
probe was not large enough to capture a full fascicle; for these cases,
linear extrapolation was used to determine fascicle length, as little
error (2–7%) is observed at the midpoint of the muscle 


coactivation measured",2,YNG,Normal,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,
4205,22,179,78.3,18,KE,YNG ,M,,,,,287,7296,,,,,,,,Xray at MVC JA,,,,,0,YNG,Normal,,,,,,,,,
4050,27,180.7,72.8,11,QF,YNG UT,M,V,1676,7,,282.6,,42.6,"MRI, CSA x slice interval",Literature value,Measured,PCSA,(Muscle vol/Fiber length)*cos(θ),"max MVC, Gravity correction",Literature value at experimental JA,"Tendon force, % contribution from literature",Force/rPCSA,ratio of patella force to QF force of 0.7 at 70 deg,,7,YNG,Untrained,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,
4050,27,180.7,72.8,11,QF,YNG T,M,V,1841,7,,327,,45.3,"MRI, CSA x slice interval",Literature value,Measured,PCSA,(Muscle vol/Fiber length)*cos(θ),"max MVC, Gravity correction",Literature value at experimental JA,"Tendon force, % contribution from literature",Force/rPCSA,,,7,YNG,Trained,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,
4204,34,174,74.1,6,VL,YNG ,M,,585.7,,62.4,,1451.9,23.7,"MRI, CSA x slice interval",MRI at rest,Measured,PCSA,(vol/muscle thickness)*sin(alpha),,Literature value at experimental JA,Force equilibrium model  and Tendon Force using relative PCSA,Force/rPCSA,load cell mounted to ankle.  MVC measured at static angles between 90-120 in 5 deg interval. only MVC used.  MA of external force (MAref) = external force MA  + internal knee COR measured from MRI. ,"formula used in the present study cor- 
responds to the formula for non-reduced physiological 
cross-sectional area of Alexander and Vernon (1975), as 
in their study n.a = (m/p*t
sin 0 (where n = number of 
fibres and a= cross-sectional area of each fibre) and 
should thus correspond to the non-reduced physiological 
cross-sectional area calculated by Haxton (1944).",4,YNG,Normal,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh,
4204,34,174,74.1,6,VI,YNG ,M,,574,,83.5,,1997.1,24.1,"MRI, CSA x slice interval",MRI at rest,Measured,PCSA,(vol/muscle thickness)*sin(alpha),,Literature value at experimental JA,Force equilibrium model  and Tendon Force using relative PCSA,Force/rPCSA,MA of patella tendon (MApat) obtained from literature.,,4,YNG,Normal,VI,Vastus Intermedius,60/40,monoarticular,antigravity,knee extensor,,Thigh,
4204,34,174,74.1,6,VM,YNG ,M,,424.5,,68,,1913.2,27.9,"MRI, CSA x slice interval",MRI at rest,Measured,PCSA,(vol/muscle thickness)*sin(alpha),,Literature value at experimental JA,Force equilibrium model  and Tendon Force using relative PCSA,Force/rPCSA,,,4,YNG,Normal,VM,Vastus Medialis,Slow,monoarticular,antigravity,knee extensor,,Thigh,
4204,34,174,74.1,6,RF,YNG ,M,,238.7,,66.2,,1601.3,24.3,"MRI, CSA x slice interval",MRI at rest,Measured,PCSA,(vol/muscle thickness)*sin(alpha),,Literature value at experimental JA,Force equilibrium model  and Tendon Force using relative PCSA,Force/rPCSA,,,4,YNG,Normal,RF,Rectus Femoris,60/40,biarticular,antigravity,knee extensor,hip flexor,Thigh,
4204,34,174,74.1,6,QF,YNG ,M,,,,,,6366.5,,,,,,,,,,,,,0,YNG,Normal,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh,
3042,23.9,169.9,69.2,14,EF,YNG ,Mixed,V,,,,,,69,,,,,CT ACSA,max MVC,Literature value at experimental JA,Tendon Force using relative (PCSA x MA),linear regression (muscle force vs CSA),,"assumption all muscles equally active

EF are bicep and brachialis",4,YNG,Normal,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,
3042,23.9,169.9,69.2,14,BIC,YNG ,Mixed,,,,9.9,,,,,,,PCSA,,,,,,,,0,YNG,Normal,BIC,Biceps Brachii,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,
3042,23.9,169.9,69.2,14,BRA,YNG ,Mixed,,,,11.5,,,,,,,PCSA,,,,,,,,0,YNG,Normal,BRA,Brachialis,Fast,monoarticular,non-antigravity,elbow flexor,,Upper arm,
2899,28,184,84,6,EF,YNG Control,,V,,,15.3,,,65.4,,,,ACSA,"CT ACSA, literature MVC correction",max MVC,Literature value at experimental JA,"Tendon force, % contribution from literature",Force/ACSA,Force was measured with a strain gauge inserted in the cable.,"EF- biceps brachii, brachialis",,YNG,Normal,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,
2899,68,176,78,7,EF,OLD Control,,V,,,12,,,60,,,,ACSA,"CT ACSA, literature MVC correction",max MVC,Literature value at experimental JA,"Tendon force, % contribution from literature",Force/ACSA,,,,OLD,Normal,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,
2899,69,171,74,6,EF,OLD T,,V,,,11.8,,,60.7,,,,ACSA,"CT ACSA, literature MVC correction",max MVC,Literature value at experimental JA,"Tendon force, % contribution from literature",Force/ACSA,,Swimming trained,,OLD,Trained,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,
2899,70,177,73,5,EF,OLD T,,V,,,12.2,,,62.4,,,,ACSA,"CT ACSA, literature MVC correction",max MVC,Literature value at experimental JA,"Tendon force, % contribution from literature",Force/ACSA,,running trained,,OLD,Trained,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,
2899,68,174,79,6,EF,OLD T,,V,,,15.5,,,64.4,,,,ACSA,"CT ACSA, literature MVC correction",max MVC,Literature value at experimental JA,"Tendon force, % contribution from literature",Force/ACSA,,strength trained,,OLD,Trained,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm,
